HomeTeam,AwayTeam,HomeConference,AwayConference,HomeConfPower,AwayConfPower,HomeActualScore,AwayActualScore,HomeMostLikely,AwayMostLikely,HomeMean,AwayMean,HomeWinProbability,AwayWinProbability,HomeWins,HomeLoses,AwayWins,AwayLoses,Date
Tennessee Tech,Le Moyne,OVC,NEC,0.444,0.13,6,3,7,3,8.17,4.11,82,18,9,3,0,10,20250215
Oklahoma,Lehigh,SEC,PL,0.857,0.348,12,1,9,2,10.12,2.78,94,6,11,0,2,4,20250215
Loy Marymount,Seattle,WCC,WAC,0.397,0.473,17,11,7,5,8.19,5.84,69,31,7,5,2,9,20250215
LIU Brooklyn,Marist,NEC,MAAC,0.13,0.321,11,6,5,6,6.25,6.38,49,51,4,8,2,8,20250215
Monmouth NJ,Michigan St,CAA,B10,0.395,0.604,1,4,4,6,4.96,7.36,32,68,3,7,9,1,20250215
Tulane,NE Omaha,AAC,SL,0.593,0.338,10,4,7,4,7.92,4.82,75,25,8,3,3,8,20250215
New Mexico St,St Thomas MN,CUSA,SL,0.619,0.338,10,11,8,7,8.38,7.84,56,44,8,4,5,3,20250215
North Florida,Notre Dame,ASUN,ACC,0.374,0.772,6,19,4,7,4.30,7.81,27,73,7,5,8,1,20250215
Pacific,UC San Diego,WCC,BWC,0.397,0.556,4,11,4,7,4.92,8.15,30,70,7,5,7,4,20250215
St Mary's CA,St Louis,WCC,A10,0.397,0.488,16,3,7,5,7.75,5.22,71,29,8,4,5,6,20250215
Bethune-Cookman,Stony Brook,SWAC,CAA,0.231,0.395,2,3,5,6,5.75,7.26,42,58,6,6,3,6,20250215
Santa Clara,CS Northridge,WCC,BWC,0.397,0.556,9,11,6,5,6.48,6.00,57,43,6,4,2,7,20250215
South Alabama,Kent,SBC,MAC,0.557,0.376,5,3,6,5,7.33,6.20,61,39,7,5,3,6,20250215
UT Arlington,UT San Antonio,WAC,AAC,0.473,0.593,7,4,5,6,5.49,6.98,42,58,3,5,11,3,20250215
UAB,Towson,AAC,CAA,0.593,0.395,7,6,7,4,7.69,4.45,74,26,9,2,3,5,20250215
Alabama,Bradley,SEC,MVC,0.857,0.381,19,3,10,3,10.88,3.50,92,8,12,0,2,7,20250215
Indiana,Xavier,B10,BE,0.604,0.4,6,8,6,5,7.30,5.98,59,41,6,6,7,5,20250215
Jackson St,Alabama A&M,SWAC,SWAC,0.231,0.231,6,3,8,5,10.00,6.34,71,29,9,2,2,9,20250215
Fresno St,BYU,MWC,B12,0.449,0.703,13,4,5,6,5.87,6.59,48,52,5,6,7,4,20250215
Fresno St,BYU,MWC,B12,0.449,0.703,1,7,5,6,5.87,6.59,48,52,5,6,7,4,20250215
Long Beach St,Northwestern,BWC,B10,0.556,0.604,2,6,5,4,6.18,4.81,64,36,5,6,5,5,20250215
New Mexico,UC Irvine,MWC,BWC,0.449,0.556,4,18,5,9,5.77,10.18,25,75,8,5,8,3,20250215
High Point,NJIT,BSo,AEC,0.515,0.361,12,5,8,5,8.54,5.37,74,26,9,3,5,5,20250215
SF Austin,Purdue,SLC,B10,0.648,0.604,2,14,4,8,4.76,9.51,21,79,5,7,11,1,20250215
Louisiana,San Jose St,SBC,MWC,0.557,0.449,3,8,5,4,6.22,5.17,62,38,5,7,8,3,20250215
Houston,Minnesota,B12,B10,0.703,0.604,4,2,6,5,6.79,6.15,58,42,7,3,4,5,20250215
Rice,Michigan,AAC,B10,0.593,0.604,2,5,4,6,4.92,7.27,32,68,2,8,6,4,20250215
Seton Hall,Austin Peay,BE,ASUN,0.4,0.374,15,3,6,7,7.06,8.59,41,59,4,7,8,4,20250215
W Michigan,Dayton,MAC,A10,0.376,0.488,6,7,6,5,7.26,6.67,54,46,0,10,6,6,20250215
W Michigan,Dayton,MAC,A10,0.376,0.488,4,8,6,5,7.26,6.67,54,46,0,10,6,6,20250215
Georgia Tech,Old Dominion,ACC,SBC,0.772,0.557,7,3,7,4,8.32,5.20,74,26,10,2,3,7,20250215
Oregon,Toledo,B10,MAC,0.604,0.376,3,5,8,3,8.24,3.16,88,12,10,2,4,6,20250215
TX Southern,Prairie View,SWAC,SWAC,0.231,0.231,3,2,7,6,8.77,6.96,61,39,4,8,4,8,20250215
Grambling,Southern Univ,SWAC,SWAC,0.231,0.231,20,10,9,8,9.61,9.39,54,46,4,7,6,4,20250215
Jacksonville,West Virginia,ASUN,B12,0.374,0.703,3,10,3,6,4.10,7.77,26,74,4,7,11,0,20250215
Jacksonville,West Virginia,ASUN,B12,0.374,0.703,2,3,3,6,4.10,7.77,26,74,4,7,11,0,20250215
Baylor,Youngstown St,B12,HL,0.703,0.21,12,4,8,3,9.94,4.08,86,14,8,3,1,10,20250215
North Florida,Notre Dame,ASUN,ACC,0.374,0.772,8,1,4,7,4.30,7.81,27,73,7,5,8,1,20250215
Incarnate Word,St Peter's,SLC,MAAC,0.648,0.321,16,6,10,5,11.73,6.15,80,20,7,5,3,8,20250215
Incarnate Word,St Peter's,SLC,MAAC,0.648,0.321,16,11,10,5,11.73,6.15,80,20,7,5,3,8,20250215
Florida A&M,TN Martin,SWAC,OVC,0.231,0.444,7,8,6,7,6.40,7.83,44,56,4,7,4,6,20250215
CS Fullerton,Stanford,BWC,ACC,0.556,0.772,3,6,5,6,5.82,7.45,41,59,3,8,10,2,20250215
Citadel,Miami OH,SC,MAC,0.644,0.376,5,8,6,5,6.56,6.66,52,47,7,4,5,6,20250215
Col Charleston,VCU,CAA,A10,0.395,0.488,9,10,7,4,7.96,4.84,75,25,7,4,2,9,20250215
NC State,Fordham,ACC,A10,0.772,0.488,19,6,8,2,9.68,3.07,92,8,6,5,2,9,20250215
Presbyterian,Georgetown,BSo,BE,0.515,0.4,1,5,5,6,6.10,6.82,48,52,6,6,3,8,20250215
Kennesaw,Rutgers,CUSA,B10,0.619,0.604,2,7,5,6,5.60,6.62,45,55,5,8,4,7,20250215
Mercyhurst,Maryland,NEC,B10,0.13,0.604,1,19,2,10,2.99,10.90,8,92,1,9,6,5,20250215
Towson,MA Lowell,CAA,AEC,0.395,0.361,11,2,6,6,6.75,6.75,50,50,3,5,3,6,20250215
MTSU,Bowling Green,CUSA,MAC,0.619,0.376,9,12,7,6,7.34,7.23,54,46,6,5,5,5,20250215
Norfolk St,Mt St Mary's,NEC,MAAC,0.13,0.321,5,10,5,9,5.82,10.52,27,73,0,8,6,5,20250215
UNC Wilmington,Quinnipiac,CAA,MAAC,0.395,0.321,6,10,8,4,8.99,4.51,81,19,7,5,4,6,20250215
North Carolina,Texas Tech,ACC,B12,0.772,0.703,4,2,6,5,6.98,5.37,65,35,12,0,2,7,20250215
Florida,Air Force,SEC,MWC,0.857,0.449,11,1,8,4,9.34,4.54,82,18,11,1,4,7,20250215
Illinois,Abilene Chr,B10,WAC,0.604,0.473,6,2,7,6,7.75,6.45,58,42,6,4,7,5,20250216
Gardner Webb,St Bonaventure,BSo,A10,0.515,0.488,10,11,7,5,8.73,6.05,69,31,6,7,7,3,20250216
Tennessee,Hofstra,SEC,CAA,0.857,0.395,13,1,10,2,11.66,3.25,94,6,11,0,3,7,20250216
St Joseph's PA,Kansas St,A10,B12,0.488,0.703,7,12,4,8,4.36,8.73,21,79,3,7,6,5,20250216
Louisville,Arizona,ACC,B12,0.772,0.703,13,1,4,5,5.84,5.94,49,51,8,2,7,4,20250216
Pittsburgh,E Michigan,ACC,MAC,0.772,0.376,17,2,8,5,9.76,6.22,70,30,7,3,4,6,20250216
Appalachian St,Queens NC,SBC,ASUN,0.557,0.374,14,9,9,6,10.27,6.53,73,27,6,5,2,9,20250216
Mercer,WI Milwaukee,SC,HL,0.644,0.21,10,3,7,4,8.16,4.99,75,25,9,3,1,9,20250216
Nicholls St,N Illinois,SLC,MAC,0.648,0.376,2,21,6,5,7.33,5.49,66,34,5,7,6,4,20250216
Texas St,Binghamton,SBC,AEC,0.557,0.361,7,4,6,4,7.28,4.34,76,24,7,4,3,6,20250216
South Florida,Iowa,AAC,B10,0.593,0.604,9,5,4,6,4.93,6.84,38,62,6,5,4,6,20250216
Wagner,Indiana St,NEC,MVC,0.13,0.381,6,36,3,8,3.77,9.72,14,86,3,7,5,6,20250216
Tennessee Tech,Le Moyne,OVC,NEC,0.444,0.13,4,1,7,3,8.17,4.11,82,18,9,3,0,10,20250216
Miami FL,Niagara,ACC,MAAC,0.772,0.321,11,1,9,3,10.83,4.09,89,11,9,3,1,8,20250216
Bethune-Cookman,Stony Brook,SWAC,CAA,0.231,0.395,8,11,5,6,5.75,7.26,42,58,6,6,3,6,20250216
Alabama A&M,Grambling,SWAC,SWAC,0.231,0.231,15,14,7,10,7.68,11.10,36,64,2,9,4,7,20250216
Louisiana,San Jose St,SBC,MWC,0.557,0.449,4,12,5,4,6.22,5.17,62,38,5,7,8,3,20250216
SIUE,Kent,OVC,MAC,0.444,0.376,9,4,6,8,6.41,8.53,36,64,2,9,3,6,20250216
Tarleton St,Butler,WAC,BE,0.473,0.4,7,9,9,5,10.31,6.07,76,24,4,8,4,6,20250216
Duke,Cincinnati,ACC,B12,0.772,0.703,5,19,6,4,7.22,5.06,69,31,7,5,5,6,20250216
UNC Greensboro,Creighton,SC,BE,0.644,0.4,1,17,5,4,5.56,5.67,52,48,5,5,5,4,20250216
FGCU,Fairfield,ASUN,MAAC,0.374,0.321,10,11,6,5,7.55,6.11,63,37,4,8,5,4,20250216
Ga Southern,W Carolina,SBC,SC,0.557,0.644,11,5,7,5,8.26,6.37,65,35,6,5,5,7,20250216
High Point,NJIT,BSo,AEC,0.515,0.361,20,8,8,5,8.54,5.37,74,26,9,3,5,5,20250216
ULM,E Illinois,SBC,OVC,0.557,0.444,2,6,5,4,6.64,5.13,65,35,5,5,3,6,20250216
VMI,MD E Shore,SC,NEC,0.644,0.13,14,8,11,4,12.24,4.93,88,12,10,1,1,11,20250216
McNeese St,Wichita St,SLC,AAC,0.648,0.593,2,6,5,6,5.32,6.83,41,58,9,1,3,8,20250216
Stetson,Missouri,ASUN,SEC,0.374,0.857,9,7,5,6,5.40,6.41,42,58,7,5,6,6,20250216
Sam Houston St,Missouri St,CUSA,MVC,0.619,0.381,3,9,6,5,7.23,6.78,56,44,2,9,4,6,20250216
Georgia St,Belmont,SBC,MVC,0.557,0.381,11,8,7,6,8.29,6.60,64,36,9,2,1,10,20250216
Radford,Akron,BSo,MAC,0.515,0.376,4,17,7,6,7.90,6.98,59,41,5,5,4,7,20250216
UTRGV,S Illinois,SLC,MVC,0.648,0.381,3,2,7,5,7.34,5.44,67,33,7,2,8,3,20250216
CS Bakersfield,Lamar,BWC,SLC,0.556,0.648,3,13,5,6,5.29,6.96,40,60,3,9,9,4,20250216
Wake Forest,Marist,ACC,MAAC,0.772,0.321,24,6,11,2,11.73,2.92,95,5,10,3,2,8,20250216
Wofford,Ohio,SC,MAC,0.644,0.376,13,12,9,5,9.60,5.49,77,23,11,1,3,7,20250216
St Mary's CA,St Louis,WCC,A10,0.397,0.488,9,2,7,5,7.75,5.22,71,29,8,4,5,6,20250216
Winthrop,Merrimack,BSo,MAAC,0.515,0.321,8,3,8,5,9.15,5.44,76,24,7,4,1,9,20250216
UCF,Siena,B12,MAAC,0.703,0.321,16,1,10,2,10.73,2.47,96,4,8,3,1,8,20250216
Georgia Tech,Old Dominion,ACC,SBC,0.772,0.557,7,4,7,4,8.32,5.20,74,26,10,2,3,7,20250216
Liberty,St John's,CUSA,BE,0.619,0.4,11,2,6,4,7.57,5.17,71,29,7,4,1,8,20250216
Virginia Tech,Bucknell,ACC,PL,0.772,0.348,27,1,10,3,10.92,3.99,90,10,8,3,5,4,20250216
Incarnate Word,St Peter's,SLC,MAAC,0.648,0.321,5,8,10,5,11.73,6.15,80,20,7,5,3,8,20250216
Houston Chr,C Michigan,SLC,MAC,0.648,0.376,9,6,6,5,6.80,6.39,56,44,7,3,2,10,20250216
SC Upstate,Boston College,BSo,ACC,0.515,0.772,9,11,6,7,7.10,7.64,49,50,6,4,4,4,20250216
Alabama St,Southern Indiana,SWAC,OVC,0.231,0.444,13,15,5,6,6.62,7.11,50,50,5,7,6,5,20250216
Northwestern LA,Cent Arkansas,SLC,ASUN,0.648,0.374,11,3,6,5,7.08,5.75,63,37,4,7,4,6,20250216
Ark Little Rock,Evansville,OVC,MVC,0.444,0.381,11,1,5,6,6.19,7.44,44,56,5,6,3,8,20250216
Auburn,Holy Cross,SEC,PL,0.857,0.348,14,6,9,3,10.47,3.72,90,10,11,1,3,4,20250216
Arkansas St,Morehead St,SBC,OVC,0.557,0.444,4,1,6,5,6.87,6.69,54,46,3,9,6,4,20250216
SE Louisiana,Lindenwood,SLC,OVC,0.648,0.444,6,5,7,4,8.07,4.48,79,21,10,2,6,6,20250216
Louisiana Tech,Maine,CUSA,AEC,0.619,0.361,9,8,8,3,9.37,3.97,86,14,6,5,2,8,20250216
Mississippi St,Manhattan,SEC,MAAC,0.857,0.321,5,1,10,2,10.47,2.42,96,5,7,4,4,7,20250216
Samford,Valparaiso,SC,MVC,0.644,0.381,15,5,7,4,8.86,5.15,76,24,5,7,2,6,20250216
Texas A&M,Elon,SEC,CAA,0.857,0.395,12,6,8,3,9.00,3.81,86,14,6,4,5,6,20250216
Florida Intl,Stonehill,CUSA,NEC,0.619,0.13,17,14,9,4,10.42,5.20,81,19,11,2,0,7,20250216
Southern Miss,Lafayette,SBC,PL,0.557,0.348,5,1,9,2,10.14,3.02,92,8,9,3,1,9,20250216
Loy Marymount,Seattle,WCC,WAC,0.397,0.473,12,6,7,5,8.19,5.84,69,31,7,5,2,9,20250216
Tulane,NE Omaha,AAC,SL,0.593,0.338,10,7,7,4,7.92,4.82,75,25,8,3,3,8,20250216
UT Arlington,UT San Antonio,WAC,AAC,0.473,0.593,3,6,5,6,5.49,6.98,42,58,3,5,11,3,20250216
Alabama,Bradley,SEC,MVC,0.857,0.381,11,4,10,3,10.88,3.50,92,8,12,0,2,7,20250216
UC Irvine,Vanderbilt,BWC,SEC,0.556,0.857,8,9,5,6,6.67,6.91,48,52,8,3,9,3,20250216
William & Mary,Rhode Island,CAA,A10,0.395,0.488,22,36,8,7,8.62,8.25,55,45,4,7,4,7,20250216
LSU,PFW,SEC,HL,0.857,0.21,8,1,11,2,11.17,2.52,96,4,11,1,1,10,20250216
SF Austin,Purdue,SLC,B10,0.648,0.604,12,16,4,8,4.76,9.51,21,79,5,7,11,1,20250216
Houston,Minnesota,B12,B10,0.703,0.604,8,7,6,5,6.79,6.15,58,42,7,3,4,5,20250216
Utah Tech,N Colorado,WAC,SL,0.473,0.338,4,5,7,5,8.82,6.16,70,30,4,8,5,7,20250216
Long Beach St,Northwestern,BWC,B10,0.556,0.604,3,4,5,4,6.18,4.81,64,36,5,6,5,5,20250216
Seton Hall,New Mexico,BE,MWC,0.4,0.449,3,5,6,7,6.89,7.88,44,56,4,7,8,5,20250216
Charleston So,IL Chicago,BSo,MVC,0.515,0.381,3,10,7,6,7.32,7.15,54,46,8,2,2,10,20250216
Santa Clara,CS Northridge,WCC,BWC,0.397,0.556,8,3,6,5,6.48,6.00,57,43,6,4,2,7,20250216
Oregon,Toledo,B10,MAC,0.604,0.376,6,1,8,3,8.24,3.16,88,12,10,2,4,6,20250216
Coastal Car,Washington,SBC,B10,0.557,0.604,11,1,7,5,7.55,5.59,68,32,10,2,4,8,20250216
Mississippi,Clemson,SEC,ACC,0.857,0.772,15,5,5,6,5.80,6.98,41,59,10,1,10,1,20250216
CS Fullerton,Stanford,BWC,ACC,0.556,0.772,11,14,5,6,5.82,7.45,41,59,3,8,10,2,20250216
UC Davis,Gonzaga,BWC,WCC,0.556,0.397,5,1,5,4,5.79,4.80,62,38,8,4,2,7,20250216
San Diego,TCU,WCC,B12,0.397,0.703,5,13,4,6,5.03,7.23,36,64,2,9,7,4,20250216
USC,G Washington,B10,A10,0.604,0.488,7,5,7,3,8.10,3.27,87,13,9,2,6,4,20250216
Pepperdine,Utah,WCC,B12,0.397,0.703,4,10,3,6,3.87,7.36,26,74,3,9,10,2,20250216
UC Riverside,Utah Valley,BWC,WAC,0.556,0.473,7,6,5,6,6.27,8.10,41,59,8,5,4,8,20250216
California,Nevada,ACC,MWC,0.772,0.449,1,10,6,4,8.05,5.03,73,27,6,5,7,5,20250216
South Alabama,E Kentucky,SBC,ASUN,0.557,0.374,12,2,7,3,7.81,3.50,84,16,7,5,0,11,20250216
New Mexico St,St Thomas MN,CUSA,SL,0.619,0.338,9,8,8,7,8.38,7.84,56,44,8,4,5,3,20250216
Pacific,UC San Diego,WCC,BWC,0.397,0.556,6,3,4,7,4.92,8.15,30,70,7,5,7,4,20250216
TX Southern,Jackson St,SWAC,SWAC,0.231,0.231,3,7,7,6,7.74,7.54,51,49,4,8,9,2,20250216
UC Santa Barbara,Campbell,BWC,CAA,0.556,0.395,14,4,6,5,6.84,5.37,64,36,9,2,4,7,20250216
CS Sacramento,San Francisco,WAC,WCC,0.473,0.397,7,15,5,4,5.86,5.02,60,40,7,5,6,6,20250216
Hawaii,Marshall,BWC,SBC,0.556,0.557,10,2,6,3,7.39,3.94,79,21,9,2,5,6,20250216
Penn St,Connecticut,B10,BE,0.604,0.4,7,6,6,7,6.90,7.59,45,54,8,1,2,7,20250216
UNLV,Xavier,MWC,BE,0.449,0.4,1,10,5,6,5.93,6.43,46,54,8,4,7,5,20250216
Oklahoma St,Texas,B12,SEC,0.703,0.857,8,14,6,5,6.31,5.87,53,47,6,4,9,1,20250216
Austin Peay,Grand Canyon,ASUN,WAC,0.374,0.473,8,5,5,7,6.23,8.30,37,63,8,4,7,4,20250216
Cal Baptist,Portland,WAC,WCC,0.473,0.397,2,9,6,5,6.62,6.13,57,43,4,8,5,6,20250216
Southern Univ,Prairie View,SWAC,SWAC,0.231,0.231,12,2,8,7,9.03,7.45,62,38,6,4,4,8,20250216
Appalachian St,Queens NC,SBC,ASUN,0.557,0.374,11,16,9,6,10.27,6.53,73,27,6,5,2,9,20250216
Arkansas,Washington St,SEC,MWC,0.857,0.449,12,2,8,4,8.56,4.38,81,19,10,1,3,9,20250217
San Diego,TCU,WCC,B12,0.397,0.703,6,7,4,6,5.03,7.23,36,64,2,9,7,4,20250217
Grand Canyon,Nebraska,WAC,B10,0.473,0.604,3,1,5,4,5.83,5.29,58,42,7,4,4,6,20250217
Xavier,Oregon St,BE,I Ind,0.4,0.75,6,18,3,6,4.03,7.69,23,77,7,5,7,3,20250217
CS Fullerton,Stanford,BWC,ACC,0.556,0.772,7,9,5,6,5.82,7.45,41,59,3,8,10,2,20250217
San Francisco,CS Sacramento,WCC,WAC,0.397,0.473,11,19,5,4,5.60,5.81,51,48,6,6,7,5,20250217
Coastal Car,Kansas St,SBC,B12,0.557,0.703,9,2,7,6,7.33,6.45,59,41,10,2,6,5,20250217
Arizona St,Austin Peay,B12,ASUN,0.703,0.374,5,3,8,5,9.47,6.31,71,28,8,4,8,4,20250217
Michigan,Stetson,B10,ASUN,0.604,0.374,6,1,6,5,6.35,5.24,59,41,6,4,7,5,20250217
UC Riverside,Utah Valley,BWC,WAC,0.556,0.473,7,10,5,6,6.27,8.10,41,59,8,5,4,8,20250217
St Joseph's PA,Washington,A10,B10,0.488,0.604,9,12,4,7,4.56,7.83,26,74,3,7,4,8,20250217
Cal Baptist,Portland,WAC,WCC,0.473,0.397,18,4,6,5,6.62,6.13,57,43,4,8,5,6,20250217
Citadel,IL Chicago,SC,MVC,0.644,0.381,10,4,5,4,5.63,5.57,54,46,7,4,2,10,20250217
South Alabama,E Kentucky,SBC,ASUN,0.557,0.374,2,1,7,3,7.81,3.50,84,16,7,5,0,11,20250217
Florida Intl,Stonehill,CUSA,NEC,0.619,0.13,12,2,9,4,10.42,5.20,81,19,11,2,0,7,20250217
Loy Marymount,Cal Poly,WCC,BWC,0.397,0.556,1,9,5,6,5.57,7.10,42,58,7,5,5,6,20250217
New Mexico St,St Thomas MN,CUSA,SL,0.619,0.338,5,7,8,7,8.38,7.84,56,44,8,4,5,3,20250217
Fresno St,BYU,MWC,B12,0.449,0.703,4,6,5,6,5.87,6.59,48,52,5,6,7,4,20250217
UNLV,Indiana,MWC,B10,0.449,0.604,13,12,5,6,6.03,7.84,38,62,8,4,6,6,20250217
MS Valley St,Alcorn St,SWAC,SWAC,0.231,0.231,12,10,9,8,9.89,8.77,59,41,1,4,0,9,20250217
Arkansas St,Morehead St,SBC,OVC,0.557,0.444,1,11,6,5,6.87,6.69,54,46,3,9,6,4,20250217
Pepperdine,Utah,WCC,B12,0.397,0.703,1,6,3,6,3.87,7.36,26,74,3,9,10,2,20250217
Vanderbilt,Air Force,SEC,MWC,0.857,0.449,3,1,7,3,8.87,3.87,84,16,9,3,4,7,20250217
Auburn,Troy,SEC,SBC,0.857,0.557,7,6,8,6,8.30,6.39,65,34,11,1,11,1,20250218
LSU,Southern Univ,SEC,SWAC,0.857,0.231,13,1,12,2,13.44,3.30,95,5,11,1,6,4,20250218
NC State,Liberty,ACC,CUSA,0.772,0.619,8,9,6,4,7.17,4.87,70,30,6,5,7,4,20250218
Duke,UNC Wilmington,ACC,CAA,0.772,0.395,8,4,6,4,6.93,4.77,70,30,7,5,7,5,20250218
Tennessee,UNC Asheville,SEC,BSo,0.857,0.515,29,4,10,2,11.25,2.74,95,5,11,0,6,5,20250218
South Florida,Florida St,AAC,ACC,0.593,0.772,2,6,4,7,4.42,8.04,27,73,6,5,11,0,20250218
Jacksonville,Florida,ASUN,SEC,0.374,0.857,4,10,3,7,3.95,8.38,22,78,4,7,11,1,20250218
Kennesaw,Georgia,CUSA,SEC,0.619,0.857,4,6,4,8,5.09,9.22,27,73,5,8,13,1,20250218
UTRGV,Dallas Bap,SLC,CUSA,0.648,0.619,15,5,5,7,5.52,7.58,35,65,7,2,8,3,20250218
UC Santa Barbara,St Mary's CA,BWC,WCC,0.556,0.397,1,5,5,4,6.64,4.93,67,33,9,2,8,4,20250218
Oklahoma St,Texas St,B12,SBC,0.703,0.557,2,4,6,3,7.84,4.14,77,23,6,4,7,4,20250218
Incarnate Word,Abilene Chr,SLC,WAC,0.648,0.473,11,7,6,7,6.41,8.09,42,58,7,5,7,5,20250218
FGCU,Indiana St,ASUN,MVC,0.374,0.381,5,8,5,6,6.02,6.64,49,51,4,8,5,6,20250218
High Point,Appalachian St,BSo,SBC,0.515,0.557,13,7,7,6,7.98,7.85,54,46,9,3,6,5,20250218
Gardner Webb,Davidson,BSo,A10,0.515,0.488,12,2,6,5,7.18,6.86,55,45,6,7,4,6,20250218
Ga Southern,Georgia Tech,SBC,ACC,0.557,0.772,3,5,5,7,5.73,7.92,38,62,6,5,10,2,20250218
Mississippi,Arkansas St,SEC,SBC,0.857,0.557,4,2,7,3,8.74,3.99,85,15,10,1,3,9,20250218
Jacksonville St,Samford,CUSA,SC,0.619,0.644,12,6,5,6,6.24,7.26,46,54,10,2,5,7,20250218
James Madison,Radford,SBC,BSo,0.557,0.515,7,3,6,4,7.75,4.77,74,26,5,6,5,5,20250218
ULM,Grambling,SBC,SWAC,0.557,0.231,17,2,8,4,9.86,5.39,78,22,5,5,4,7,20250218
Alcorn St,Manhattan,SWAC,MAAC,0.231,0.321,2,8,4,10,4.87,11.28,19,81,0,9,4,7,20250218
Alabama,MTSU,SEC,CUSA,0.857,0.619,12,2,8,3,9.45,3.85,87,13,12,0,6,5,20250218
Nicholls St,NE Omaha,SLC,SL,0.648,0.338,2,5,6,5,6.68,5.35,64,36,5,7,3,8,20250218
Lamar,N Dakota St,SLC,SL,0.648,0.338,10,3,6,4,6.91,4.69,70,30,9,4,1,9,20250218
Tennessee Tech,Belmont,OVC,MVC,0.444,0.381,10,8,6,5,6.48,6.88,50,50,9,3,1,10,20250218
UC Irvine,USC,BWC,B10,0.556,0.604,2,5,6,4,6.96,4.93,68,32,8,3,9,2,20250218
Wofford,Charlotte,SC,AAC,0.644,0.593,2,4,6,5,6.51,6.06,56,43,11,1,4,6,20250218
Longwood,VCU,BSo,A10,0.515,0.488,6,3,6,7,6.44,7.78,44,56,2,9,2,9,20250218
Campbell,East Carolina,CAA,AAC,0.395,0.593,3,2,5,6,5.53,6.69,44,56,4,7,5,6,20250218
Lipscomb,Evansville,ASUN,MVC,0.374,0.381,11,10,5,6,6.59,7.05,50,50,3,8,3,8,20250218
Virginia Tech,ETSU,ACC,SC,0.772,0.644,8,6,7,5,7.99,5.56,70,30,8,3,10,2,20250218
Elon,Presbyterian,CAA,BSo,0.395,0.515,16,3,6,5,7.26,5.92,63,37,5,6,6,6,20250218
FL Atlantic,Miami FL,AAC,ACC,0.593,0.772,2,1,5,6,5.94,6.98,45,54,10,1,9,3,20250218
Loy Marymount,Long Beach St,WCC,BWC,0.397,0.556,7,4,6,5,6.42,6.36,54,46,7,5,5,6,20250218
Florida A&M,North Florida,SWAC,ASUN,0.231,0.374,3,13,4,6,5.09,7.29,37,63,4,7,7,5,20250218
UC Davis,Pacific,BWC,WCC,0.556,0.397,11,7,5,3,7.08,4.12,76,24,8,4,7,5,20250218
W Carolina,SC Upstate,SC,BSo,0.644,0.515,10,7,7,8,8.09,8.75,49,51,5,7,6,4,20250218
Winthrop,South Carolina,BSo,SEC,0.515,0.857,3,5,4,7,4.59,8.58,26,74,7,4,9,3,20250218
Louisiana,TX Southern,SBC,SWAC,0.557,0.231,14,11,9,3,10.14,3.74,88,12,5,7,4,8,20250218
William & Mary,Richmond,CAA,A10,0.395,0.488,3,12,7,6,7.61,7.65,53,47,4,7,8,2,20250218
UAB,Alabama A&M,AAC,SWAC,0.593,0.231,15,3,11,2,12.22,3.16,94,6,9,2,2,9,20250218
UCLA,BYU,B10,B12,0.604,0.703,15,4,6,4,7.28,5.13,69,31,9,3,7,4,20250218
UC San Diego,San Diego St,BWC,MWC,0.556,0.449,7,10,7,5,8.14,5.68,70,30,7,4,4,8,20250218
Charleston So,Miami OH,BSo,MAC,0.515,0.376,9,5,7,6,8.21,8.19,53,47,8,2,5,6,20250218
North Carolina,Kansas St,ACC,B12,0.772,0.703,12,9,6,5,6.87,5.28,66,34,12,0,6,5,20250218
Vanderbilt,Air Force,SEC,MWC,0.857,0.449,5,2,7,3,8.87,3.87,84,16,9,3,4,7,20250218
Coastal Car,Col Charleston,SBC,CAA,0.557,0.395,5,15,7,5,7.88,5.56,70,30,10,2,7,4,20250218
George Mason,Georgetown,A10,BE,0.488,0.4,14,15,7,6,7.71,6.76,59,41,7,4,3,8,20250218
Alabama,Alabama St,SEC,SWAC,0.857,0.231,15,1,9,2,10.80,3.18,93,7,12,0,5,7,20250219
Kennesaw,Mercer,CUSA,SC,0.619,0.644,4,9,6,5,6.51,6.26,55,45,5,8,9,3,20250219
Lamar,N Dakota St,SLC,SL,0.648,0.338,13,2,6,4,6.91,4.69,70,30,9,4,1,9,20250219
SE Louisiana,Tulane,SLC,AAC,0.648,0.593,3,5,6,5,6.32,6.63,51,49,10,2,8,3,20250219
South Carolina,Queens NC,SEC,ASUN,0.857,0.374,7,2,9,3,10.16,3.54,90,10,9,3,2,9,20250219
Auburn,North Alabama,SEC,ASUN,0.857,0.374,6,2,8,2,9.23,3.06,91,9,11,1,3,7,20250219
Rice,Sam Houston St,AAC,CUSA,0.593,0.619,6,1,5,6,5.75,7.21,42,58,2,8,2,9,20250219
CS Sacramento,Ball St,WAC,MAC,0.473,0.376,3,4,5,4,6.08,5.47,58,42,7,5,6,5,20250220
San Jose St,Utah Valley,MWC,WAC,0.449,0.473,8,7,6,5,6.77,5.90,59,41,8,3,4,8,20250220
Hawaii,Wichita St,BWC,AAC,0.556,0.593,4,3,5,4,6.19,4.97,63,37,9,2,3,8,20250220
Cal Baptist,Pepperdine,WAC,WCC,0.473,0.397,12,2,6,4,7.18,4.39,75,25,4,8,3,9,20250220
